Question,Answers,Comment,Instructions,Render as
__懲__罰，__懲__戒，__懲__役,チョウ,１８画（心４＋１４）,漢字の読みを入力してください,Text
__礎__石，基__礎__，定__礎__,ソ,１８画（石５＋１３）,漢字の読みを入力してください,Text
__鎮__座，__鎮__静，重__鎮__,チン,１８画（金８＋１０）,漢字の読みを入力してください,Text
__翻__意，__翻__訳，__翻__刻,ホン,１８画（羽６＋１２）,漢字の読みを入力してください,Text
__藩__主，廃__藩__,ハン,１８画（艸３＋１５）,漢字の読みを入力してください,Text
__顎__関節,ガク,１８画（頁９＋９）,漢字の読みを入力してください,Text
__贈__与，__贈__呈，__贈__答,ゾウ,１８画（貝７＋１１）,漢字の読みを入力してください,Text
寄__贈__,ソウ,１８画（貝７＋１１）,漢字の読みを入力してください,Text
__韓__国,カン,１８画（韋１０＋８）,漢字の読みを入力してください,Text
__鎖__国，連__鎖__，封__鎖__,サ,１８画（金８＋１０）,漢字の読みを入力してください,Text
習__癖__，病__癖__，潔__癖__,ヘキ,１８画（疒５＋１３）,漢字の読みを入力してください,Text
__臨__時，__臨__床，君__臨__,リン,１８画（臣７＋１１）,漢字の読みを入力してください,Text
__癒__着，治__癒__，平__癒__,ユ,１８画（疒５＋１３）,漢字の読みを入力してください,Text
完__璧__，双__璧__，完__璧__,ヘキ,１８画（玉５＋１３）,漢字の読みを入力してください,Text
__覆__面，転__覆__,フク,１８画（襾６＋１２）,漢字の読みを入力してください,Text
__額__縁，金__額__，前__額__部,ガク,１８画（頁９＋９）,漢字の読みを入力してください,Text
__織__機，染__織__，紡__織__,ショク,１８画（糸６＋１２）,漢字の読みを入力してください,Text
組__織__,シキ,１８画（糸６＋１２）,漢字の読みを入力してください,Text
__騒__動，__騒__音，物__騒__,ソウ,１８画（馬１０＋８）,漢字の読みを入力してください,Text
__曜__日，七__曜__表，日__曜__,ヨウ,１８画（日４＋１４）,漢字の読みを入力してください,Text
__簡__単，__簡__易，書__簡__,カン,１８画（竹６＋１２）,漢字の読みを入力してください,Text
__類__型，種__類__，分__類__,ルイ,１８画（頁９＋９）,漢字の読みを入力してください,Text
__闘__争，__闘__志，戦__闘__,トウ,１８画（門８＋１０）,漢字の読みを入力してください,Text
__職__業，__職__務，就__職__,ショク,１８画（耳６＋１２）,漢字の読みを入力してください,Text
__騎__士，__騎__馬，一__騎__当千,キ,１８画（馬１０＋８）,漢字の読みを入力してください,Text
__観__察，客__観__，壮__観__,カン,１８画（見７＋１１）,漢字の読みを入力してください,Text
試__験__，経__験__，実__験__,ケン,１８画（馬１０＋８）,漢字の読みを入力してください,Text
__験__がある，霊__験__,ゲン,１８画（馬１０＋８）,漢字の読みを入力してください,Text
__難__易，困__難__，非__難__,ナン,１８画（隹８＋１０）,漢字の読みを入力してください,Text
__瞬__間，__瞬__時，一__瞬__,シュン,１８画（目５＋１３）,漢字の読みを入力してください,Text
__題__名，問__題__，出__題__,ダイ,１８画（頁９＋９）,漢字の読みを入力してください,Text
__離__別，距__離__，分__離__,リ,１８画（隹８＋１０）,漢字の読みを入力してください,Text
__顔__面，童__顔__，厚__顔__,ガン,１８画（頁９＋９）,漢字の読みを入力してください,Text
__繭__，__繭__玉,まゆ,１８画（糸６＋１２）,漢字の読みを入力してください,Text
__襟__，__襟__首,えり,１８画（衣５＋１３）,漢字の読みを入力してください,Text
__繕__う，__繕__い,つくろ,１８画（糸６＋１２）,漢字の読みを入力してください,Text
__藍__色，__藍__染め,あい,１８画（艸３＋１５）,漢字の読みを入力してください,Text
__糧__，心の__糧__,かて,１８画（米６＋１２）,漢字の読みを入力してください,Text
__懲__りる，性__懲__りもなく，__懲__らす，__懲__らしめる,こ,１８画（心４＋１４）,漢字の読みを入力してください,Text
"礎
①建物の土台石。
②ものを支える土台。
「国の━」",いしずえ,１８画（石５＋１３）,漢字の読みを入力してください,Text
__鎌__，__鎌__倉時代,かま,１８画（金８＋１０）,漢字の読みを入力してください,Text
__鎮__める，__鎮__まる,しず,１８画（金８＋１０）,漢字の読みを入力してください,Text
__翻__る，__翻__す,ひるがえ,１８画（羽６＋１２）,漢字の読みを入力してください,Text
__顎__，__顎__で使う,あご,１８画（頁９＋９）,漢字の読みを入力してください,Text
__贈__る，__贈__り物,おく,１８画（貝７＋１１）,漢字の読みを入力してください,Text
__鎖__，__鎖__鎌，__鎖__帷子,くさり,１８画（金８＋１０）,漢字の読みを入力してください,Text
__癖__，口__癖__,くせ,１８画（疒５＋１３）,漢字の読みを入力してください,Text
__臨__む,のぞ,１８画（臣７＋１１）,漢字の読みを入力してください,Text
__癒__やす，__癒__える,い,１８画（疒５＋１３）,漢字の読みを入力してください,Text
__覆__る，__覆__す,くつがえ,１８画（襾６＋１２）,漢字の読みを入力してください,Text
__覆__う，__覆__い,おお,１８画（襾６＋１２）,漢字の読みを入力してください,Text
__額__，__額__に汗する，__額__を集める,ひたい,１８画（頁９＋９）,漢字の読みを入力してください,Text
__織__る，__織__物,お,１８画（糸６＋１２）,漢字の読みを入力してください,Text
__藤__，__藤__色,ふじ,１８画（艸３＋１５）,漢字の読みを入力してください,Text
__騒__ぐ，__騒__ぎ，__騒__がしい,さわ,１８画（馬１０＋８）,漢字の読みを入力してください,Text
__類__い，○○の__類__い,たぐ,１８画（頁９＋９）,漢字の読みを入力してください,Text
__闘__う，__闘__い,たたか,１８画（門８＋１０）,漢字の読みを入力してください,Text
__難__しい，__難__しさ,むずか,１８画（隹８＋１０）,漢字の読みを入力してください,Text
許し__難__い，有り__難__い,かた,１８画（隹８＋１０）,漢字の読みを入力してください,Text
__瞬__く，__瞬__き,またた,１８画（目５＋１３）,漢字の読みを入力してください,Text
__離__れる，__離__れ，乳__離__れ，__離__す,はな,１８画（隹８＋１０）,漢字の読みを入力してください,Text
__顔__，横__顔__，したり__顔__,かお,１８画（頁９＋９）,漢字の読みを入力してください,Text
__謄__写，__謄__本,トウ,１７画（言７＋１０）,漢字の読みを入力してください,Text
岩__礁__，暗__礁__，さんご__礁__,ショウ,１７画（石５＋１２）,漢字の読みを入力してください,Text
__矯__正，奇__矯__,キョウ,１７画（矢５＋１２）,漢字の読みを入力してください,Text
__霜__害，晩__霜__,ソウ,１７画（雨８＋９）,漢字の読みを入力してください,Text
明__瞭__,リョウ,１７画（目５＋１２）,漢字の読みを入力してください,Text
威__嚇__,カク,１７画（口３＋１４）,漢字の読みを入力してください,Text
__謹__慎，__謹__賀，__謹__呈,キン,１７画（言７＋１０）,漢字の読みを入力してください,Text
管__轄__，所__轄__，直__轄__,カツ,１７画（車７＋１０）,漢字の読みを入力してください,Text
__懇__切，__懇__親会,コン,１７画（心４＋１３）,漢字の読みを入力してください,Text
__謙__虚，__謙__譲,ケン,１７画（言７＋１０）,漢字の読みを入力してください,Text
__頻__度，__頻__発，__頻__繁,ヒン,１７画（頁９＋８）,漢字の読みを入力してください,Text
__戴__冠，頂__戴__,タイ,１７画（戈４＋１３）,漢字の読みを入力してください,Text
__臆__説，__臆__測，__臆__病,オク,１７画（肉４＋１３）,漢字の読みを入力してください,Text
__繊__細，__繊__維，化__繊__,セン,１７画（糸６＋１１）,漢字の読みを入力してください,Text
__曖__昧,アイ,１７画（日４＋１３）,漢字の読みを入力してください,Text
__醜__悪，__醜__態，美__醜__,シュウ,１７画（酉７＋１０）,漢字の読みを入力してください,Text
__擬__音，__擬__人法，模__擬__,ギ,１７画（手３＋１４）,漢字の読みを入力してください,Text
乾__燥__，焦__燥__，高__燥__,ソウ,１７画（火４＋１３）,漢字の読みを入力してください,Text
洗__濯__,タク,１７画（水３＋１４）,漢字の読みを入力してください,Text
__購__入，__購__買，__購__読,コウ,１７画（貝７＋１０）,漢字の読みを入力してください,Text
__償__金，弁__償__，代__償__,ショウ,１７画（人２＋１５）,漢字の読みを入力してください,Text
__犠__牲，__犠__打,ギ,１７画（牛４＋１３）,漢字の読みを入力してください,Text
__鍛__錬,タン,１７画（金８＋９）,漢字の読みを入力してください,Text
__擦__過傷，摩__擦__,サツ,１７画（手３＋１４）,漢字の読みを入力してください,Text
樹__齢__，年__齢__，妙__齢__,レイ,１７画（齒１２＋５）,漢字の読みを入力してください,Text
左__翼__，尾__翼__,ヨク,１７画（羽６＋１１）,漢字の読みを入力してください,Text
__縮__小，__縮__図，短__縮__,シュク,１７画（糸６＋１１）,漢字の読みを入力してください,Text
__講__義，__講__演，聴__講__,コウ,１７画（言７＋１０）,漢字の読みを入力してください,Text
紡__績__，成__績__，業__績__,セキ,１７画（糸６＋１１）,漢字の読みを入力してください,Text
__鮮__魚，__鮮__明，新__鮮__,セン,１７画（魚１１＋６）,漢字の読みを入力してください,Text
観__覧__，展__覧__，一__覧__,ラン,１７画（見７＋１０）,漢字の読みを入力してください,Text
__環__状，__環__境，循__環__,カン,１７画（玉４＋１３）,漢字の読みを入力してください,Text
"__鍵__盤
①〔ピアノ・オルガンなどで〕整然と並んだ、指で鳴らす部分。キーボード。
「━楽器〔＝鍵盤を使って演奏する楽器〕」",ケン,１７画（金８＋９）,漢字の読みを入力してください,Text
__療__養，医__療__，治__療__,リョウ,１７画（疒５＋１２）,漢字の読みを入力してください,Text
__聴__覚，__聴__衆，傍__聴__,チョウ,１７画（耳６＋１１）,漢字の読みを入力してください,Text
__厳__格，__厳__重，威__厳__,ゲン,１７画（⺍３＋１４ / 攴４＋１３）,漢字の読みを入力してください,Text
荘__厳__,ゴン,１７画（⺍３＋１４ / 攴４＋１３）,漢字の読みを入力してください,Text
__瞳__孔,ドウ,１７画（目５＋１２）,漢字の読みを入力してください,Text
__爵__位,シャク,１７画（爪４＋１３）,漢字の読みを入力してください,Text
__謝__絶，感__謝__，陳__謝__,シャ,１７画（言７＋１０）,漢字の読みを入力してください,Text
__優__越，__優__柔，俳__優__,ユウ,１７画（人２＋１５）,漢字の読みを入力してください,Text
__矯__める，__矯__め直す,た,１７画（矢５＋１２）,漢字の読みを入力してください,Text
"__霜__，__霜__柱，初__霜__
空気中の水蒸気が、冷えた地上の物にふれてこおった、白く細かい氷。",しも,１７画（雨８＋９）,漢字の読みを入力してください,Text
__謹__む，__謹__んで〔副〕,つつし,１７画（言７＋１０）,漢字の読みを入力してください,Text
"__懇__ろだ
①真心を尽くすさま。人に親切でていねいなさま。「客を―にもてなす」
②親しみ合うさま。また、男女がとてもむつまじいさま。「―な仲になる」",ねんご,１７画（心４＋１３）,漢字の読みを入力してください,Text
一__頻__り、__頻__る,しき,１７画（頁９＋８）,漢字の読みを入力してください,Text
__醜__い，__醜__さ,みにく,１７画（酉７＋１０）,漢字の読みを入力してください,Text
__鍋__，__鍋__料理,なべ,１７画（金８＋９）,漢字の読みを入力してください,Text
__償__う，__償__い,つぐな,１７画（人２＋１５）,漢字の読みを入力してください,Text
__鍛__える，__鍛__え方,きた,１７画（金８＋９）,漢字の読みを入力してください,Text
__擦__れる，靴__擦__れ，__擦__る，__擦__り傷,す,１７画（手３＋１４）,漢字の読みを入力してください,Text
__翼__，__翼__を広げる,つばさ,１７画（羽６＋１１）,漢字の読みを入力してください,Text
__謎__，__謎__解き，__謎__掛け,なぞ,１７画（言７＋１０）,漢字の読みを入力してください,Text
__縮__れる，__縮__れ毛，__縮__らす，__縮__める，__縮__む，伸び__縮__み，__縮__まる,ちぢ,１７画（糸６＋１１）,漢字の読みを入力してください,Text
__鮮__やかだ,あざ,１７画（魚１１＋６）,漢字の読みを入力してください,Text
__鍵__，__鍵__穴,かぎ,１７画（金８＋９）,漢字の読みを入力してください,Text
__聴__く,き,１７画（耳６＋１１）,漢字の読みを入力してください,Text
__厳__かだ,おごそ,１７画（⺍３＋１４ / 攴４＋１３）,漢字の読みを入力してください,Text
__厳__しい，__厳__しさ,きび,１７画（⺍３＋１４ / 攴４＋１３）,漢字の読みを入力してください,Text
__瞳__，__瞳__を凝らす,ひとみ,１７画（目５＋１２）,漢字の読みを入力してください,Text
__闇__夜，暗__闇__,やみ,１７画（門８＋９）,漢字の読みを入力してください,Text
__謝__る，平__謝__り,あやま,１７画（言７＋１０）,漢字の読みを入力してください,Text
__優__れる,すぐ,１７画（人２＋１５）,漢字の読みを入力してください,Text
__優__しい，__優__しさ,やさ,１７画（人２＋１５）,漢字の読みを入力してください,Text
禁__錮__,コ,１６画（金８＋８）,漢字の読みを入力してください,Text
俳__諧__,カイ,１６画（言７＋９）,漢字の読みを入力してください,Text
__儒__学，__儒__教，__儒__者,ジュ,１６画（人２＋１４）,漢字の読みを入力してください,Text
開__墾__,コン,１６画（土３＋１３）,漢字の読みを入力してください,Text
__諮__問,シ,１６画（言７＋９）,漢字の読みを入力してください,Text
土__壌__,ジョウ,１６画（土３＋１３）,漢字の読みを入力してください,Text
遺__憾__,カン,１６画（心３＋１３）,漢字の読みを入力してください,Text
__緻__密，精__緻__,チ,１６画（糸６＋１０）,漢字の読みを入力してください,Text
__謡__曲，民__謡__，歌__謡__,ヨウ,１６画（言７＋９）,漢字の読みを入力してください,Text
__薪__炭，__薪__水,シン,１６画（艸３＋１３）,漢字の読みを入力してください,Text
__篤__農，危__篤__，懇__篤__,トク,１６画（竹６＋１０）,漢字の読みを入力してください,Text
均__衡__，平__衡__，度量__衡__,コウ,１６画（行６＋１０）,漢字の読みを入力してください,Text
__薫__風，__薫__陶,クン,１６画（艸３＋１３）,漢字の読みを入力してください,Text
__擁__護，__擁__立，抱__擁__,ヨウ,１６画（手３＋１３）,漢字の読みを入力してください,Text
__膳__，配__膳__,ゼン,１６画（肉４＋１２）,漢字の読みを入力してください,Text
__諭__旨，教__諭__，説__諭__,ユ,１６画（言７＋９）,漢字の読みを入力してください,Text
__錠__前，__錠__剤，手__錠__,ジョウ,１６画（金８＋８）,漢字の読みを入力してください,Text
推__薦__，自__薦__,セン,１６画（艸３＋１３）,漢字の読みを入力してください,Text
__錦__秋,キン,１６画（金８＋８）,漢字の読みを入力してください,Text
__縫__合，__縫__製，裁__縫__,ホウ,１６画（糸６＋１０）,漢字の読みを入力してください,Text
__濁__流，__濁__音，清__濁__,ダク,１６画（水３＋１３）,漢字の読みを入力してください,Text
形__骸__化，死__骸__,ガイ,１６画（骨１０＋６）,漢字の読みを入力してください,Text
__錯__誤，__錯__覚，交__錯__,サク,１６画（金８＋８）,漢字の読みを入力してください,Text
覚__醒__,セイ,１６画（酉７＋９）,漢字の読みを入力してください,Text
__糖__分，砂__糖__，製__糖__,トウ,１６画（米６＋１０）,漢字の読みを入力してください,Text
__憲__法，__憲__章，官__憲__,ケン,１６画（心４＋１２）,漢字の読みを入力してください,Text
__緯__度，北__緯__，経__緯__,イ,１６画（糸６＋１０）,漢字の読みを入力してください,Text
__壇__上，花__壇__，文__壇__,ダン,１６画（土３＋１３）,漢字の読みを入力してください,Text
土__壇__場,タン,１６画（土３＋１３）,漢字の読みを入力してください,Text
__鋼__鉄，__鋼__材，製__鋼__,コウ,１６画（金８＋８）,漢字の読みを入力してください,Text
__繁__栄，__繁__茂，__繁__華街,ハン,１６画（糸６＋１０）,漢字の読みを入力してください,Text
__麺__類,メン,１６画（麥７＋９）,漢字の読みを入力してください,Text
__凝__固，__凝__結，__凝__視,ギョウ,１６画（冫２＋１４）,漢字の読みを入力してください,Text
__錬__金術，鍛__錬__，精__錬__,レン,１６画（金８＋８）,漢字の読みを入力してください,Text
__輸__出，__輸__送，運__輸__,ユ,１６画（車７＋９）,漢字の読みを入力してください,Text
__縦__横，__縦__断，操__縦__,ジュウ,１６画（糸６＋１０）,漢字の読みを入力してください,Text
研__磨__,マ,１６画（石５＋１１）,漢字の読みを入力してください,Text
__賭__場，__賭__博,ト,１６画（貝７＋９）,漢字の読みを入力してください,Text
__融__解，__融__和，金__融__,ユウ,１６画（虫６＋１０）,漢字の読みを入力してください,Text
__謀__略，無__謀__，首__謀__者,ボウ,１６画（言７＋９）,漢字の読みを入力してください,Text
__謀__反,ム,１６画（言７＋９）,漢字の読みを入力してください,Text
__隷__書，__隷__属，奴__隷__,レイ,１６画（隶８＋８）,漢字の読みを入力してください,Text
__還__元，生__還__，返__還__,カン,１６画（辵３＋１３）,漢字の読みを入力してください,Text
休__憩__,ケイ,１６画（心４＋１２）,漢字の読みを入力してください,Text
__賢__人，__賢__明，先__賢__,ケン,１６画（貝７＋９）,漢字の読みを入力してください,Text
__膨__大,ボウ,１６画（肉４＋１２）,漢字の読みを入力してください,Text
束__縛__，捕__縛__,バク,１６画（糸６＋１０）,漢字の読みを入力してください,Text
__曇__天,ドン,１６画（日４＋１２）,漢字の読みを入力してください,Text
__獲__得，捕__獲__，漁__獲__高,カク,１６画（犬３＋１３）,漢字の読みを入力してください,Text
__築__港，建__築__，改__築__,チク,１６画（竹６＋１０）,漢字の読みを入力してください,Text
__穏__和，__穏__当，平__穏__,オン,１６画（禾５＋１１）,漢字の読みを入力してください,Text
__濃__厚，__濃__紺，__濃__淡,ノウ,１６画（水３＋１３）,漢字の読みを入力してください,Text
__奮__起，__奮__発，興__奮__,フン,１６画（大３＋１３）,漢字の読みを入力してください,Text
__燃__焼，__燃__料，可__燃__性,ネン,１６画（火４＋１２）,漢字の読みを入力してください,Text
__懐__中，__懐__古，述__懐__,カイ,１６画（心３＋１３）,漢字の読みを入力してください,Text
__樹__木，__樹__立，街路__樹__,ジュ,１６画（木４＋１２）,漢字の読みを入力してください,Text
__積__雪，蓄__積__，面__積__,セキ,１６画（禾５＋１１）,漢字の読みを入力してください,Text
__諦__観，__諦__念,テイ,１６画（言７＋９）,漢字の読みを入力してください,Text
__操__縦，__操__作，節__操__,ソウ,１６画（手３＋１３）,漢字の読みを入力してください,Text
__録__音，記__録__，実__録__,ロク,１６画（金８＋８）,漢字の読みを入力してください,Text
__薄__情，__薄__謝，軽__薄__,ハク,１６画（艸３＋１３）,漢字の読みを入力してください,Text
__橋__脚，鉄__橋__，歩道__橋__,キョウ,１６画（木４＋１２）,漢字の読みを入力してください,Text
__整__理，__整__列，調__整__,セイ,１６画（攴４＋１２）,漢字の読みを入力してください,Text
__避__難，逃__避__，不可__避__,ヒ,１６画（辵３＋１３）,漢字の読みを入力してください,Text
__隣__室，__隣__接，近__隣__,リン,１６画（阜３＋１３）,漢字の読みを入力してください,Text
記__憶__，追__憶__,オク,１６画（心３＋１３）,漢字の読みを入力してください,Text
__獣__類，猛__獣__，鳥__獣__,ジュウ,１６画（犬４＋１２）,漢字の読みを入力してください,Text
__衛__生，護__衛__，守__衛__,エイ,１６画（行６＋１０）,漢字の読みを入力してください,Text
__壁__面，__壁__画，岸__壁__,ヘキ,１６画（土３＋１３）,漢字の読みを入力してください,Text
__薬__剤，__薬__局，火__薬__,ヤク,１６画（艸３＋１３）,漢字の読みを入力してください,Text
令__嬢__，愛__嬢__，お__嬢__さん,ジョウ,１６画（女３＋１３）,漢字の読みを入力してください,Text
__館__内，旅__館__，図書__館__,カン,１６画（食８＋８）,漢字の読みを入力してください,Text
__興__味，__興__趣，余__興__,キョウ,１６画（臼７＋９）,漢字の読みを入力してください,Text
__興__行，復__興__，振__興__,コウ,１６画（臼７＋９）,漢字の読みを入力してください,Text
__激__動，感__激__，__激__する,ゲキ,１６画（水３＋１３）,漢字の読みを入力してください,Text
__壊__死,エ,１６画（土３＋１３）,漢字の読みを入力してください,Text
__壊__滅，破__壊__，決__壊__,カイ,１６画（土３＋１３）,漢字の読みを入力してください,Text
依__頼__，信__頼__，無__頼__漢,ライ,１６画（頁９＋７）,漢字の読みを入力してください,Text
__親__族，__親__友，肉__親__,シン,１６画（見７＋９）,漢字の読みを入力してください,Text
